trade_id,year,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,employment,energy,land,material,water,CO2_total,CH4_total,N2O_total,NOX_total,Water_total,Employment_total,Energy_total,Land_total,impact_intensity
9468,2019,IT,IT,LANDT,BUSIN,2654.64,89603154.777,721.0,721.0,96948.337,88623129.391,13678.022,4785.815,733167.523,131445.688,11879.213,23307.551,8263.104,3451.253,121562.165,88623129.391,13678.022,19947.877,33753.410925
8222,2019,IT,IT,HEALT,BUSIN,3263.93,88672423.995,721.0,721.0,129103.109,87235658.035,16839.867,5396.509,1123510.641,161915.836,28109.069,30807.331,4518.681,3968.266,152082.558,87235658.035,16839.867,48842.21,27167.379201
14391,2019,IT,IT,PLAST,PLAST,2593.43,86744456.981,721.0,721.0,110866.126,85677311.586,9812.815,4266.474,820100.412,122099.568,20560.837,28837.934,10156.734,2767.856,112273.002,85677311.586,9812.815,58198.089,33447.772634
20283,2019,IT,IT,WHOLE,CONST,1988.94,85329364.664,721.0,721.0,80406.016,84553746.78,12188.6,3161.245,582116.449,97745.573,10992.244,23878.628,3289.841,3382.445,91137.936,84553746.78,12188.6,15563.506,42901.930005
3116,2019,IT,IT,CONST,BUSIN,2695.93,85160317.044,721.0,721.0,92625.757,83938613.932,15070.986,4311.817,980931.292,128763.259,15171.807,19796.709,3926.041,3199.895,121409.318,83938613.932,15070.986,60761.1,31588.474865
19697,2019,IT,IT,VEGET,FOOD5,2015.47,83435961.525,721.0,721.0,80833.856,82575076.452,7247.978,3099.671,678535.27,91168.298,13352.23,24879.368,2937.13,2580.949,83659.164,82575076.452,7247.978,26040.107,41397.769019
15911,2019,IT,IT,REALE,HEALT,2418.92,82066722.687,721.0,721.0,88242.96,81012536.629,10395.611,3019.667,837424.415,115103.405,18544.079,11665.754,8791.357,2769.043,108220.666,81012536.629,10395.611,43021.63,33927.009859
20257,2019,IT,IT,WHOLE,AUXIL,2317.62,81935666.445,721.0,721.0,88856.504,81020685.151,8978.203,3773.27,702194.248,111179.07,16004.394,21498.478,6886.76,2024.275,103794.342,81020685.151,8978.203,53831.164,35353.365282
17015,2019,IT,IT,RUBBE,FABRI,2370.4,81522473.467,721.0,721.0,99050.534,80544601.234,11717.513,3472.969,743949.846,119681.371,16930.145,25846.514,5299.68,3319.377,111887.038,80544601.234,11717.513,17376.053,34391.863596
6040,2019,IT,IT,FINAN,CONST,1919.08,80911719.3,721.0,721.0,79615.707,80143507.824,6154.441,3130.583,585755.057,93555.689,15263.485,21698.261,5330.945,2433.401,88321.572,80143507.824,6154.441,37044.99,42161.722961
19765,2019,IT,IT,VEGET,VEGET,1683.33,77956289.31,721.0,721.0,72166.353,77300577.384,6418.995,2911.184,489783.644,84431.75,14607.99,21449.133,3772.452,1854.243,78381.562,77300577.384,6418.995,36316.818,46310.758621
1740,2019,IT,IT,BUSIN,FINAN,2450.53,73762572.884,721.0,721.0,102654.249,72789493.35,12532.167,3682.202,728907.397,125303.52,25137.495,22838.557,6475.322,2859.509,118492.627,72789493.35,12532.167,63822.467,30100.661034
20083,2019,IT,IT,WEARI,WEARI,2266.3,73415413.757,721.0,721.0,90029.89,72570632.986,8294.18,3775.023,630322.255,112359.423,17655.39,21361.179,5034.997,2873.394,103570.034,72570632.986,8294.18,26852.691,32394.393398
17057,2019,IT,IT,RUBBE,MOTO1,1561.92,72212162.789,721.0,721.0,61549.016,71583579.462,8776.843,2907.962,479767.597,75581.909,12505.524,14324.815,3730.687,1715.498,71668.885,71583579.462,8776.843,9517.891,46232.945854
9511,2019,IT,IT,LANDT,FOOD5,2037.51,71350401.827,721.0,721.0,79372.514,70562410.975,9996.339,3065.809,593816.731,101739.459,12143.054,21262.153,5394.951,2331.333,95374.041,70562410.975,9996.339,26432.501,35018.430254
8511,2019,IT,IT,HOTEL,CONST,1831.9,70107726.091,721.0,721.0,74758.765,69331698.633,4930.42,3033.509,601965.682,91339.082,14521.211,21188.145,1229.896,2432.568,87443.87,69331698.633,4930.42,32252.952,38270.498439
20316,2019,IT,IT,WHOLE,FURNI,1746.31,69791889.403,721.0,721.0,59631.951,69126720.967,6398.377,2812.011,513042.727,83283.37,6199.681,13832.628,5015.093,1835.105,77789.715,69126720.967,6398.377,37538.284,39965.349453
5853,2019,IT,IT,FABRI,BUSIN,1830.17,68942186.045,721.0,721.0,85224.772,68223705.294,8327.317,3132.244,530270.588,91525.83,17689.777,23473.84,7091.614,2568.911,87245.206,68223705.294,8327.317,30410.694,37669.826325
14370,2019,IT,IT,PLAST,MOTOR,2093.59,68915674.321,721.0,721.0,83207.4,68087382.905,10246.496,3566.4,625032.204,106238.915,18284.377,19615.584,4210.499,2397.673,99741.278,68087382.905,10246.496,32888.821,32917.464413
1853,2019,IT,IT,BUSIN,WEARI,2543.43,66971481.689,721.0,721.0,107205.101,65964807.336,9033.814,3678.505,763957.547,122799.386,18752.534,31597.887,4802.399,3540.407,114104.328,65964807.336,9033.814,49460.125,26331.167632
1694,2019,IT,IT,BUSIN,BASIC,1756.8,66584333.8,721.0,721.0,76139.388,65829855.899,8549.562,2852.89,587127.338,79808.722,15521.306,20280.983,5889.095,2141.327,75825.928,65829855.899,8549.562,29721.399,37900.918602
15992,2019,IT,IT,REALE,SUPPO,1790.99,66157898.738,721.0,721.0,75606.504,65428827.749,7905.94,2579.513,556570.993,86408.039,17294.741,20571.856,3287.6,2119.219,81131.537,65428827.749,7905.94,25803.731,36939.289855
1827,2019,IT,IT,BUSIN,RENTI,3121.33,65395001.086,721.0,721.0,125783.713,64158284.57,16106.912,5699.337,939462.057,149664.496,21791.812,33676.609,6920.613,3157.476,142185.185,64158284.57,16106.912,71798.792,20951.005208
18422,2019,IT,IT,SUPPO,HOTEL,1588.52,64588416.762,721.0,721.0,65102.251,63914244.399,6826.117,2415.272,521592.099,78236.624,11790.091,17638.578,5251.501,1853.761,72788.521,63914244.399,6826.117,35076.793,40659.492334
1831,2019,IT,IT,BUSIN,RUBBE,1603.47,63790691.73,721.0,721.0,65355.529,63183610.629,3013.392,2410.655,457661.572,78639.955,11190.34,19272.875,3379.435,2076.369,72514.576,63183610.629,3013.392,28823.895,39782.90316
8497,2019,IT,IT,HOTEL,BUSIN,2444.05,63497424.465,721.0,721.0,99035.99,62552947.495,9857.671,3824.768,707378.797,124379.744,20181.852,24144.48,5664.154,3240.472,115080.763,62552947.495,9857.671,40819.708,25980.411393
20772,2019,IT,IT,WOODW,CONST,1512.12,63469201.669,721.0,721.0,62417.307,62877052.459,5588.155,2245.241,443530.065,78368.441,10973.846,18795.304,2412.793,1703.811,73378.941,62877052.459,5588.155,17859.797,41973.653988
13615,2019,IT,IT,PAPER,BUSIN,1679.5,62985724.73,721.0,721.0,74035.114,62307941.378,9965.15,2665.275,505110.0,86007.814,13742.385,22707.445,2760.353,1960.047,82067.241,62307941.378,9965.15,23782.487,37502.664323
1724,2019,IT,IT,BUSIN,DIST1,1306.74,61961623.558,721.0,721.0,48943.664,61422810.933,5036.813,1666.339,420921.279,62244.529,8982.477,13048.584,1927.188,1666.779,57724.829,61422810.933,5036.813,27452.667,47416.948711
