flow_uuid,flowable,context,unit,compartment,flow_class,preferred,external_reference,cas_number,formula,synonyms,trade_relevance
1b1067d9-5cce-41c5-b35c-4e1650fd6bd6,38,environmental,kg,environmental,environmental,True,Generated,,,,2
2a8c8928-09ea-4add-afb0-dbb04baa337e,38,environmental,kg,environmental,environmental,True,Generated,,,,2
ad6ffcbc-2e8a-441c-88c8-141521695129,39,environmental,kg,environmental,environmental,True,Generated,,,,2
a62c02dc-81c2-4771-99b6-0c3231c726d1,39,environmental,kg,environmental,environmental,True,Generated,,,,2
a9726987-cc88-42c6-b994-1744eff90626,40,environmental,kg,environmental,environmental,True,Generated,,,,2
1c594464-9b6f-4e3e-9f48-c95ab2f5f587,40,environmental,kg,environmental,environmental,True,Generated,,,,2
192fc0ee-84e7-4a18-9a12-e4e72a25fd76,41,environmental,kg,environmental,environmental,True,Generated,,,,2
c7d6453e-8c85-4820-ade8-f20f8b664a47,41,environmental,kg,environmental,environmental,True,Generated,,,,2
39567066-6599-4005-b445-f7b375337de7,42,environmental,kg,environmental,environmental,True,Generated,,,,2
b0d5bf99-0951-43bf-841c-6d880cc8681c,42,environmental,kg,environmental,environmental,True,Generated,,,,2
562a5739-8232-485f-a93a-c4b717813e72,43,environmental,kg,environmental,environmental,True,Generated,,,,2
7f391371-35a9-45c3-b659-2dbf132f896f,43,environmental,kg,environmental,environmental,True,Generated,,,,2
7cbdb884-4dbe-4786-8b51-f6035d473885,44,environmental,kg,environmental,environmental,True,Generated,,,,2
8d84abd1-615e-4f0e-9f17-44b9b8a60cfc,44,environmental,kg,environmental,environmental,True,Generated,,,,2
45bcc51d-82c9-4f7d-9ece-fcc1a6d2d7db,45,environmental,kg,environmental,environmental,True,Generated,,,,2
cbb9d169-74b5-444e-a38f-2170bbccb8f1,45,environmental,kg,environmental,environmental,True,Generated,,,,2
99273bf2-8eea-4b7b-9dcd-b81c1d8d99a3,46,environmental,kg,environmental,environmental,True,Generated,,,,2
7dbc23a5-02ed-4bed-afda-0bb7723f3f79,46,environmental,kg,environmental,environmental,True,Generated,,,,2
224cff2d-9f20-4688-98c9-a73a1851c4bb,47,environmental,kg,environmental,environmental,True,Generated,,,,2
ffa9b091-0dcf-429a-86b7-3b1e4308432c,47,environmental,kg,environmental,environmental,True,Generated,,,,2
3faf39cc-661b-4ad1-9986-1aceee6455ad,48,environmental,kg,environmental,environmental,True,Generated,,,,2
125324d7-3316-4ad9-acd8-d77498a36e5e,48,environmental,kg,environmental,environmental,True,Generated,,,,2
d6ed3ba7-a018-4c8a-bebe-b9e519bb1c42,49,environmental,kg,environmental,environmental,True,Generated,,,,2
d83c88b4-e94c-45ef-94e1-c461096bf171,49,environmental,kg,environmental,environmental,True,Generated,,,,2
c911ebde-cd85-4d51-915b-e7733cc0271b,50,environmental,kg,environmental,environmental,True,Generated,,,,2
3dd15b82-b5bc-450e-9e21-a0a2608c6ea0,50,environmental,kg,environmental,environmental,True,Generated,,,,2
e7ed1a47-3ec1-44fb-9c87-a3f2c500422a,51,environmental,kg,environmental,environmental,True,Generated,,,,2
f8e4702f-b5e1-4b24-8538-c4b0fb48c1fc,51,environmental,kg,environmental,environmental,True,Generated,,,,2
aedf015e-9fc2-4167-897f-6863cddd5876,52,environmental,kg,environmental,environmental,True,Generated,,,,2
5e126465-9f30-4eab-b76f-ce486b8210ba,52,environmental,kg,environmental,environmental,True,Generated,,,,2
2f82edb4-2c7f-4073-9bcb-bfd948410fdf,53,environmental,kg,environmental,environmental,True,Generated,,,,2
6bab6193-d73e-4aa6-a4f3-029090e5c0a5,53,environmental,kg,environmental,environmental,True,Generated,,,,2
67f6a517-4394-488b-859e-3dd542b5440d,54,environmental,kg,environmental,environmental,True,Generated,,,,2
eeb3bc6a-c303-4a55-869c-e537d8b3ce0b,54,environmental,kg,environmental,environmental,True,Generated,,,,2
eaff4d92-b843-4181-91c9-448964100101,55,environmental,kg,environmental,environmental,True,Generated,,,,2
5aa9d0bc-134a-4aa7-9637-bbd29011c8f3,55,environmental,kg,environmental,environmental,True,Generated,,,,2
acdd7e1c-508e-4e1f-b2b2-5458496e2cf8,56,environmental,kg,environmental,environmental,True,Generated,,,,2
36c90f3a-4717-45b4-8ebf-dc4711018778,56,environmental,kg,environmental,environmental,True,Generated,,,,2
c033a5b5-d1eb-419c-ac7e-5516581b36c4,57,environmental,kg,environmental,environmental,True,Generated,,,,2
0ded94a9-0173-460e-ad81-8a3ddcc86810,57,environmental,kg,environmental,environmental,True,Generated,,,,2
e4e11f8b-c2bd-49a2-96bf-0995a90ac1b4,58,environmental,kg,environmental,environmental,True,Generated,,,,2
97e7d2fb-b3e1-4816-a847-906210f9d149,58,environmental,kg,environmental,environmental,True,Generated,,,,2
50006f3f-9d10-4b64-9fe1-6912e8c04d26,59,environmental,kg,environmental,environmental,True,Generated,,,,2
f5a5e17e-b6fd-4efb-b3ac-df55278d6b71,59,environmental,kg,environmental,environmental,True,Generated,,,,2
533d3817-ac1d-4248-92b1-3b06eb9ddcd6,60,environmental,kg,environmental,environmental,True,Generated,,,,2
6515aefd-6132-44c7-9f58-fc500cb933cb,60,environmental,kg,environmental,environmental,True,Generated,,,,2
a8c1b679-f1a2-4b29-ba6c-8ad492ce46ea,61,environmental,kg,environmental,environmental,True,Generated,,,,2
29c2a1aa-bf67-486a-9309-bf77782923d5,61,environmental,kg,environmental,environmental,True,Generated,,,,2
7a397a5d-b7f6-4204-9e8c-ea1823ce6d47,62,environmental,kg,environmental,environmental,True,Generated,,,,2
d5278960-d309-4a14-8d2b-3c428b33db97,62,environmental,kg,environmental,environmental,True,Generated,,,,2
040aa380-3952-4066-ab9f-eefccab68fc1,63,environmental,kg,environmental,environmental,True,Generated,,,,2
174c369d-e7a0-48b4-851e-31baeeb98919,63,environmental,kg,environmental,environmental,True,Generated,,,,2
ed8d5df9-b518-4a50-ab24-a9015931dbfd,64,environmental,kg,environmental,environmental,True,Generated,,,,2
7a7f25cc-fdbb-4438-a374-690226364042,64,environmental,kg,environmental,environmental,True,Generated,,,,2
5e278915-4031-4da1-a262-fe06eaec38ff,65,environmental,kg,environmental,environmental,True,Generated,,,,2
4cd8288c-19a6-463f-bbaa-b7d125297550,65,environmental,kg,environmental,environmental,True,Generated,,,,2
7276dff2-1d71-445c-a10d-a1d58d1202ac,66,environmental,kg,environmental,environmental,True,Generated,,,,2
011f6379-75ef-47d9-bf42-a48c03a7439e,66,environmental,kg,environmental,environmental,True,Generated,,,,2
9b1d2d5d-d96e-4e77-9926-258a32ffcb68,67,environmental,kg,environmental,environmental,True,Generated,,,,2
86d961bc-113e-4700-acfa-8ace572533e1,67,environmental,kg,environmental,environmental,True,Generated,,,,2
893753dc-d833-41f9-a779-38232a366cae,68,environmental,kg,environmental,environmental,True,Generated,,,,2
7830b130-fb53-4c3d-8d58-3f346b425526,68,environmental,kg,environmental,environmental,True,Generated,,,,2
de21163c-2c0b-49ea-851b-aaabfef5a3d2,69,environmental,kg,environmental,environmental,True,Generated,,,,2
bf92a836-7518-48ca-a51a-1fd3a23cf37b,69,environmental,kg,environmental,environmental,True,Generated,,,,2
2b1339a9-e741-4488-a1e1-50ea3ad3ded1,70,environmental,kg,environmental,environmental,True,Generated,,,,2
d482a0e4-3789-400d-987d-c2c687815dea,70,environmental,kg,environmental,environmental,True,Generated,,,,2
1954f457-fe9d-42bd-bb1f-3f11efce9d95,71,environmental,kg,environmental,environmental,True,Generated,,,,2
a118d745-c6a1-4a22-a44f-20fa71ad43f4,71,environmental,kg,environmental,environmental,True,Generated,,,,2
d7d31039-a77a-4957-b24e-31efc2c62dde,72,environmental,kg,environmental,environmental,True,Generated,,,,2
ed70ad53-57f5-43e8-8b74-a9a721a20487,72,environmental,kg,environmental,environmental,True,Generated,,,,2
9bd45af4-e735-45a0-aecc-18fed739a01c,73,environmental,kg,environmental,environmental,True,Generated,,,,2
57123fed-fcef-4267-89b6-00414ec75fae,73,environmental,kg,environmental,environmental,True,Generated,,,,2
56d37175-2f16-4ac8-a688-5d936a6f98fb,74,environmental,kg,environmental,environmental,True,Generated,,,,2
704b091b-17fd-4ee7-bb82-c529a5311e3e,74,environmental,kg,environmental,environmental,True,Generated,,,,2
47488ca2-cd35-43ae-9dcf-60aef34095ed,75,environmental,kg,environmental,environmental,True,Generated,,,,2
3f9d94e3-b8c9-43fd-a34e-a993eedd1370,75,environmental,kg,environmental,environmental,True,Generated,,,,2
322b5bd3-0408-4269-a6a1-ef2cd607f5b0,76,environmental,kg,environmental,environmental,True,Generated,,,,2
5ed3cf0c-7901-48f9-a161-023861666765,76,environmental,kg,environmental,environmental,True,Generated,,,,2
a5c4c1eb-1901-426f-afcb-6cf266de42d8,77,environmental,kg,environmental,environmental,True,Generated,,,,2
5093dde9-8c6f-4067-b7ee-60edae410594,77,environmental,kg,environmental,environmental,True,Generated,,,,2
3f45e461-c8f0-47f1-8c42-ed1034800bff,78,environmental,kg,environmental,environmental,True,Generated,,,,2
eac41ccf-6ba4-4ae7-a4ba-85295d6cee87,78,environmental,kg,environmental,environmental,True,Generated,,,,2
bc714ced-fbe2-4eed-bdf1-0e51dff7f8ac,79,environmental,kg,environmental,environmental,True,Generated,,,,2
922424c2-b8ef-4af0-b87f-0de3026510a2,79,environmental,kg,environmental,environmental,True,Generated,,,,2
8db29dbf-5aac-4934-bcae-b58e56c96a11,80,environmental,kg,environmental,environmental,True,Generated,,,,2
d3f51d55-ce49-43a4-9413-b0eedbef575d,80,environmental,kg,environmental,environmental,True,Generated,,,,2
1ca70a90-4079-4c8d-9d6d-9562bea369c2,81,environmental,kg,environmental,environmental,True,Generated,,,,2
83bb5a6e-09e4-4ebe-98e9-efd663bfc195,81,environmental,kg,environmental,environmental,True,Generated,,,,2
e707924b-32f9-487c-8da3-6391de1753ab,82,environmental,kg,environmental,environmental,True,Generated,,,,2
840eccbf-9377-49eb-8087-4267735e7b47,82,environmental,kg,environmental,environmental,True,Generated,,,,2
a0307187-ae98-4380-87ef-1a7da9ea483f,83,environmental,kg,environmental,environmental,True,Generated,,,,2
b34ced89-dc84-466c-a132-ed62e62c63d7,83,environmental,kg,environmental,environmental,True,Generated,,,,2
17eab69e-304e-4444-b6db-1d6ac2eaa22a,84,environmental,kg,environmental,environmental,True,Generated,,,,2
f9671385-0219-4cc3-a2c5-8074aa263ef4,84,environmental,kg,environmental,environmental,True,Generated,,,,2
65650185-5c9e-4469-aaa1-cc764561e11c,85,environmental,kg,environmental,environmental,True,Generated,,,,2
94a6b6c9-994d-4348-ab41-bc0056f86adc,85,environmental,kg,environmental,environmental,True,Generated,,,,2
3b7e7049-6205-4298-b68a-85a26e6d6ec4,86,environmental,kg,environmental,environmental,True,Generated,,,,2
16e1cec3-d56e-48e7-a779-d1cbc4bfde0e,86,environmental,kg,environmental,environmental,True,Generated,,,,2
6d9e76b5-f7bb-4852-a796-5ca7e4ef0589,87,environmental,kg,environmental,environmental,True,Generated,,,,2
891f133e-022c-476e-9b29-97a7ccda14d0,87,environmental,kg,environmental,environmental,True,Generated,,,,2
91344bde-ee96-495c-89f2-1c266d410233,88,environmental,kg,environmental,environmental,True,Generated,,,,2
6abbeabe-f23a-49f3-8329-4f7ef95958b6,88,environmental,kg,environmental,environmental,True,Generated,,,,2
393b14c5-de08-4bbc-840f-e8dc7629d32d,89,environmental,kg,environmental,environmental,True,Generated,,,,2
e06447df-ba45-4372-81de-7647ab076388,89,environmental,kg,environmental,environmental,True,Generated,,,,2
b4cb867a-0d96-4b77-8075-a6dce10d9b63,90,environmental,kg,environmental,environmental,True,Generated,,,,2
483851f9-5096-45c3-b22d-5ccd6eba0a86,90,environmental,kg,environmental,environmental,True,Generated,,,,2
3c3a23f4-c078-453d-a2a6-7213452071ec,91,environmental,kg,environmental,environmental,True,Generated,,,,2
504cd938-bfc9-4314-a0a9-ea951896e676,91,environmental,kg,environmental,environmental,True,Generated,,,,2
5e53a8d1-536a-4ee1-9f40-01145546536e,92,environmental,kg,environmental,environmental,True,Generated,,,,2
42f3505c-d114-441e-87b0-ce2c592d0b71,92,environmental,kg,environmental,environmental,True,Generated,,,,2
4a6f3d76-0d28-43c3-bda2-65e728dc6156,93,environmental,kg,environmental,environmental,True,Generated,,,,2
908f870d-3a6d-408b-8559-9d8c9e6ed329,93,environmental,kg,environmental,environmental,True,Generated,,,,2
9b9d8618-e2c9-40ab-8d00-40e1918b7fdf,94,environmental,kg,environmental,environmental,True,Generated,,,,2
9b5b7a3c-b6b8-47f9-9bad-9ffe0e4c3ad4,94,environmental,kg,environmental,environmental,True,Generated,,,,2
a862d92f-275b-4f6e-b16c-89acf7a048fb,95,environmental,kg,environmental,environmental,True,Generated,,,,2
7f7bceeb-ba78-4ebd-ae88-2f4b699a913c,95,environmental,kg,environmental,environmental,True,Generated,,,,2
4bc45bbe-336a-4d3f-9290-d292c432e023,96,environmental,kg,environmental,environmental,True,Generated,,,,2
74114257-e007-4b0d-8b09-871831b59db4,96,environmental,kg,environmental,environmental,True,Generated,,,,2
c2352cc9-a94f-403c-844b-f6c4cd569218,97,environmental,kg,environmental,environmental,True,Generated,,,,2
fa6cc044-5d72-4339-9143-ccc6251f12b9,97,environmental,kg,environmental,environmental,True,Generated,,,,2
085e0287-a583-4fe0-be49-8fb36e8cda73,98,environmental,kg,environmental,environmental,True,Generated,,,,2
65139e0a-92bb-451f-a80b-3d1ab67b7220,98,environmental,kg,environmental,environmental,True,Generated,,,,2
b1cd8e4a-5afe-4ac1-bc6c-5563827092d2,99,environmental,kg,environmental,environmental,True,Generated,,,,2
a9b3b8a9-f587-4ad6-8c23-6302aad2e50c,99,environmental,kg,environmental,environmental,True,Generated,,,,2
407fd8e5-a70f-4f5c-aba4-6edf1b9caf12,100,environmental,kg,environmental,environmental,True,Generated,,,,2
be100259-86bb-4fca-9c65-f26a8edebe67,100,environmental,kg,environmental,environmental,True,Generated,,,,2
57955954-8a1b-4882-b7c4-083c46682017,101,environmental,kg,environmental,environmental,True,Generated,,,,2
984891c3-5f76-4cd9-a676-ef5f9b4c0bcc,101,environmental,kg,environmental,environmental,True,Generated,,,,2
17fa1b46-517b-4b36-8994-d865ce324833,102,environmental,kg,environmental,environmental,True,Generated,,,,2
3ef7f360-4fac-463a-90db-be376f6b0843,102,environmental,kg,environmental,environmental,True,Generated,,,,2
2758e770-6672-4576-ac71-f77a305388a7,103,environmental,kg,environmental,environmental,True,Generated,,,,2
8929a5f9-02c1-4048-8362-52b620a2b5f4,103,environmental,kg,environmental,environmental,True,Generated,,,,2
1616a5ef-6306-45ae-9dea-8e92c006e751,104,environmental,kg,environmental,environmental,True,Generated,,,,2
42c385a8-72d8-4d72-8dae-ef2b2afa9ab8,104,environmental,kg,environmental,environmental,True,Generated,,,,2
7bd6a774-47a4-4fd5-a449-3ad3ae7bb015,105,environmental,kg,environmental,environmental,True,Generated,,,,2
f77574c2-b82f-4311-8625-f9dd65c76009,105,environmental,kg,environmental,environmental,True,Generated,,,,2
e4123258-fdc6-4dd2-983d-b712ebea3604,106,environmental,kg,environmental,environmental,True,Generated,,,,2
8d141601-bf7b-48fe-acd0-ce3e8e347695,106,environmental,kg,environmental,environmental,True,Generated,,,,2
080f3804-bace-4c46-879c-332ce0a6e48c,107,environmental,kg,environmental,environmental,True,Generated,,,,2
9a0e7e4d-adf9-434b-9666-59f4cd2b445a,107,environmental,kg,environmental,environmental,True,Generated,,,,2
54826d88-6e92-4557-8ef4-4595fe17f24b,108,environmental,kg,environmental,environmental,True,Generated,,,,2
32c1a906-283c-47fe-ad69-d1cbf7d1f336,108,environmental,kg,environmental,environmental,True,Generated,,,,2
1e3b2623-491a-4471-8717-c1dbd01360e2,109,environmental,kg,environmental,environmental,True,Generated,,,,2
b087c5b0-5f25-440f-87d9-7c0eea410bca,109,environmental,kg,environmental,environmental,True,Generated,,,,2
bc70496f-20ef-4822-9f13-9dc531786b8e,110,environmental,kg,environmental,environmental,True,Generated,,,,2
9fedbdfb-6cea-4720-b147-3a9ee71c742f,110,environmental,kg,environmental,environmental,True,Generated,,,,2
40654a9f-bdcd-417a-8832-d54b562c6c1f,111,environmental,kg,environmental,environmental,True,Generated,,,,2
2e675f37-bc1d-45d7-9555-ddd7eea470e5,111,environmental,kg,environmental,environmental,True,Generated,,,,2
bbc15553-8a16-41e1-b916-f83a18f76251,112,environmental,kg,environmental,environmental,True,Generated,,,,2
c99bf91d-8d56-4bf8-80ee-97dd28c432eb,112,environmental,kg,environmental,environmental,True,Generated,,,,2
a7dafb4c-0728-4d57-b9bd-1641e401b599,113,environmental,kg,environmental,environmental,True,Generated,,,,2
