flow_uuid,flowable,context,unit,compartment,flow_class,preferred,external_reference,cas_number,formula,synonyms,trade_relevance
7f4cd99a-c418-497b-b59a-8ee1fb843cb2,39,environmental,kg,environmental,environmental,True,Generated,,,,2
44ff9233-b39d-4b60-b3f0-4b2656b50690,39,environmental,kg,environmental,environmental,True,Generated,,,,2
3896f076-094b-4a83-b2be-2df8ffda1a36,40,environmental,kg,environmental,environmental,True,Generated,,,,2
c2071814-d4a6-4d87-b766-84f3b304e496,40,environmental,kg,environmental,environmental,True,Generated,,,,2
ea79a888-eef7-4c65-ac66-b643ef94b079,41,environmental,kg,environmental,environmental,True,Generated,,,,2
570456e2-2c70-41a3-84b0-6d966b7dd50d,41,environmental,kg,environmental,environmental,True,Generated,,,,2
5bf255f3-c796-4984-a6f2-9506b366acc9,42,environmental,kg,environmental,environmental,True,Generated,,,,2
b4b63f55-0aef-4ec9-b58d-15d84022013a,42,environmental,kg,environmental,environmental,True,Generated,,,,2
b418d2e0-e4ce-4114-8efb-a8254dce090e,43,environmental,kg,environmental,environmental,True,Generated,,,,2
66bc8654-0015-449b-b1fe-32e905f95194,43,environmental,kg,environmental,environmental,True,Generated,,,,2
dcf0b1f1-5d19-4fd8-bb88-20ecedf4dc46,44,environmental,kg,environmental,environmental,True,Generated,,,,2
22bec8c4-acd5-4826-a63b-b9b13c306d87,44,environmental,kg,environmental,environmental,True,Generated,,,,2
c114441e-285d-4029-a49f-ba8e0f70ef25,45,environmental,kg,environmental,environmental,True,Generated,,,,2
f9668439-10c9-42c0-9fe7-1f894e312715,45,environmental,kg,environmental,environmental,True,Generated,,,,2
f0024002-5abc-42c1-af23-0f54ff9aa11b,46,environmental,kg,environmental,environmental,True,Generated,,,,2
4f44a105-af1c-4a61-bdee-640d39c361c3,46,environmental,kg,environmental,environmental,True,Generated,,,,2
319b7ad4-61ff-4ad4-abf4-136f75a34eca,47,environmental,kg,environmental,environmental,True,Generated,,,,2
4eb53450-812e-425c-a1ad-9713e75022dc,47,environmental,kg,environmental,environmental,True,Generated,,,,2
622d45f7-0220-4a7a-84bb-052aff1ad2d7,48,environmental,kg,environmental,environmental,True,Generated,,,,2
3b69bd4f-f2bf-4da8-9cc9-79fe1d011138,48,environmental,kg,environmental,environmental,True,Generated,,,,2
b0adc1ab-654d-4d31-950e-222842d43160,49,environmental,kg,environmental,environmental,True,Generated,,,,2
0767cc40-6a99-441a-9411-59d622520531,49,environmental,kg,environmental,environmental,True,Generated,,,,2
319f9cfd-c3b8-4073-a472-596582d03a7b,50,environmental,kg,environmental,environmental,True,Generated,,,,2
4c1f3092-d941-4cae-9448-2148fb661775,50,environmental,kg,environmental,environmental,True,Generated,,,,2
91c1ed07-a0fa-4217-a9ed-3338e807ca95,51,environmental,kg,environmental,environmental,True,Generated,,,,2
cfd71d83-666a-4785-863e-726be57e515a,51,environmental,kg,environmental,environmental,True,Generated,,,,2
231a36f0-6c3c-4a70-b674-49c6ec1b84d7,52,environmental,kg,environmental,environmental,True,Generated,,,,2
29bbe5a5-8ac0-4f20-8d3b-eb26718216e3,52,environmental,kg,environmental,environmental,True,Generated,,,,2
bc4b3703-6482-4eb9-b09c-c3c9713797b8,53,environmental,kg,environmental,environmental,True,Generated,,,,2
62f2cbd3-dcc3-4b6f-91a4-9ac7e2951f6a,53,environmental,kg,environmental,environmental,True,Generated,,,,2
b88966d1-0799-4d86-9551-f86005ff5c54,54,environmental,kg,environmental,environmental,True,Generated,,,,2
28a52de4-76a4-4f7d-a494-f0231fce762d,54,environmental,kg,environmental,environmental,True,Generated,,,,2
0be2833b-dbf2-493a-8d68-5a494e63fdb7,55,environmental,kg,environmental,environmental,True,Generated,,,,2
0c2ba3e6-c1f2-49cf-82c2-6ba7fbe08307,55,environmental,kg,environmental,environmental,True,Generated,,,,2
ed9531ca-bf11-49fd-b9ae-3cef9ff66bcc,56,environmental,kg,environmental,environmental,True,Generated,,,,2
e47ab44a-73c5-4430-a6f6-1f1bed96fe07,56,environmental,kg,environmental,environmental,True,Generated,,,,2
c2e7db87-5b4e-441b-aa4c-e6dd24b30670,57,environmental,kg,environmental,environmental,True,Generated,,,,2
8ee88a36-3cee-4619-9cf9-86d6119ba1f0,57,environmental,kg,environmental,environmental,True,Generated,,,,2
2e694388-4cf9-4f91-aaca-629b83cb0d73,58,environmental,kg,environmental,environmental,True,Generated,,,,2
5c200ccb-15c2-4231-a05f-1baa18b520e0,58,environmental,kg,environmental,environmental,True,Generated,,,,2
02573d96-7754-4e6d-b584-0d18fcfc37be,59,environmental,kg,environmental,environmental,True,Generated,,,,2
9b86cbbe-5b9f-4f2c-a876-9cdb201fdebf,59,environmental,kg,environmental,environmental,True,Generated,,,,2
4dd2712b-9f49-40d7-9eac-13315542bcde,60,environmental,kg,environmental,environmental,True,Generated,,,,2
df9f2fad-a930-4da0-804a-c892a9c7ecea,60,environmental,kg,environmental,environmental,True,Generated,,,,2
300d96db-96f1-4ab8-9f9f-72a5bc675568,61,environmental,kg,environmental,environmental,True,Generated,,,,2
e38b1b57-cb82-4f2f-81bd-a1dffbed9a14,61,environmental,kg,environmental,environmental,True,Generated,,,,2
2f759e32-bb6a-46ac-b839-b35ef94b94d9,62,environmental,kg,environmental,environmental,True,Generated,,,,2
68f6050b-f800-4b11-8e3e-e7dfa9112027,62,environmental,kg,environmental,environmental,True,Generated,,,,2
1f638fd0-a568-47e6-bc9a-16d317245d07,63,environmental,kg,environmental,environmental,True,Generated,,,,2
6e3a5b83-a678-4112-ad21-dbd284688023,63,environmental,kg,environmental,environmental,True,Generated,,,,2
136fec01-834d-4940-a999-3be817630621,64,environmental,kg,environmental,environmental,True,Generated,,,,2
9127fe13-4c54-4506-88bd-080c59647912,64,environmental,kg,environmental,environmental,True,Generated,,,,2
0e295bbd-e265-40b4-b796-7178f3b17238,65,environmental,kg,environmental,environmental,True,Generated,,,,2
696cd588-b965-4bd6-810a-f92ed6ed299c,65,environmental,kg,environmental,environmental,True,Generated,,,,2
86ea6c66-581a-46e3-a49a-6f312425f2e8,66,environmental,kg,environmental,environmental,True,Generated,,,,2
15c0f13a-79f6-4769-8018-54b954e760b2,66,environmental,kg,environmental,environmental,True,Generated,,,,2
37c93202-a918-4326-8a0d-cedac36761c6,67,environmental,kg,environmental,environmental,True,Generated,,,,2
b346db33-c9f2-45f8-9c1b-9eb3a2bb3efa,67,environmental,kg,environmental,environmental,True,Generated,,,,2
42422a8e-bf6a-4767-ab77-a9f128c977ba,68,environmental,kg,environmental,environmental,True,Generated,,,,2
400dd88b-c6c8-4c14-9b7e-f76c97e7301b,68,environmental,kg,environmental,environmental,True,Generated,,,,2
0ad753f7-24dc-4913-9425-69c23415303f,69,environmental,kg,environmental,environmental,True,Generated,,,,2
cde64286-b6e5-44a7-bcbe-7a36f8fca921,69,environmental,kg,environmental,environmental,True,Generated,,,,2
d0499189-87a4-4bbd-b2d0-9e72b5d6cce8,70,environmental,kg,environmental,environmental,True,Generated,,,,2
d92f981a-1179-4ec9-8cdd-d2c693f56b62,70,environmental,kg,environmental,environmental,True,Generated,,,,2
eff5f65f-a252-49d9-80ae-b08336237d18,71,environmental,kg,environmental,environmental,True,Generated,,,,2
1dda4ace-9b2b-4bc6-87b8-813db981fc24,71,environmental,kg,environmental,environmental,True,Generated,,,,2
e2dc0664-3b86-4538-ad25-66ddd46928e4,72,environmental,kg,environmental,environmental,True,Generated,,,,2
6158861c-c72d-4bfe-8c80-5f8ac89d0e2d,72,environmental,kg,environmental,environmental,True,Generated,,,,2
8c97bc0e-c8ae-48b0-be02-388877dd0744,73,environmental,kg,environmental,environmental,True,Generated,,,,2
236ab2cc-935d-48c2-90e4-91050f6f06bf,73,environmental,kg,environmental,environmental,True,Generated,,,,2
d9b53880-15e9-4430-8252-b3f89ac57a2b,74,environmental,kg,environmental,environmental,True,Generated,,,,2
44c41d2b-402b-44d6-85c2-e95c8edefee6,74,environmental,kg,environmental,environmental,True,Generated,,,,2
cdd76892-617c-41f3-92e7-7a96524956d4,75,environmental,kg,environmental,environmental,True,Generated,,,,2
5bc03a7d-949d-4d31-81f9-37c322470b12,75,environmental,kg,environmental,environmental,True,Generated,,,,2
98a859bc-f6fd-433b-b40e-7d3cf53079fb,76,environmental,kg,environmental,environmental,True,Generated,,,,2
c349d24b-81dc-4181-bbac-761edbbec264,76,environmental,kg,environmental,environmental,True,Generated,,,,2
66a4b750-dc0e-4e33-a88e-36601e178cc4,77,environmental,kg,environmental,environmental,True,Generated,,,,2
7770250d-5853-40e6-9ff1-fd92fea8a990,77,environmental,kg,environmental,environmental,True,Generated,,,,2
7005b731-64cc-472f-835e-23100dc7693c,78,environmental,kg,environmental,environmental,True,Generated,,,,2
2470b7be-84e2-4911-a136-cb0671aa20d2,78,environmental,kg,environmental,environmental,True,Generated,,,,2
08c8a4c2-377b-49bd-ae24-fb88ed2cf7a5,79,environmental,kg,environmental,environmental,True,Generated,,,,2
485ddb93-cc85-4ce7-ba3c-0619929ef279,79,environmental,kg,environmental,environmental,True,Generated,,,,2
a53c1458-d022-463f-bb8e-2fd003335f0a,80,environmental,kg,environmental,environmental,True,Generated,,,,2
0a7599a8-35b8-4471-b942-f000ec4c26f7,80,environmental,kg,environmental,environmental,True,Generated,,,,2
6b2d0c46-6619-43d7-8bc5-e623ff9cfeb4,81,environmental,kg,environmental,environmental,True,Generated,,,,2
7d7f6350-d0eb-4afe-bb92-c58701e01a42,81,environmental,kg,environmental,environmental,True,Generated,,,,2
4c4a0698-83a3-49bf-814c-2043b0657b0a,82,environmental,kg,environmental,environmental,True,Generated,,,,2
7acff4e1-333c-4967-868d-8fc16df009dc,82,environmental,kg,environmental,environmental,True,Generated,,,,2
1c1814a2-fb3a-49cf-9701-c85cda1f71c9,83,environmental,kg,environmental,environmental,True,Generated,,,,2
8a3a3929-52c2-4a29-9b60-2cff1773ad19,83,environmental,kg,environmental,environmental,True,Generated,,,,2
a7fce316-481a-4b3f-8900-a2503a0b3386,84,environmental,kg,environmental,environmental,True,Generated,,,,2
f29e0d95-ba91-4ff4-a8e9-e6bbe00ca126,84,environmental,kg,environmental,environmental,True,Generated,,,,2
0cd58f07-5dcf-4a07-9ffd-12fe145dc809,85,environmental,kg,environmental,environmental,True,Generated,,,,2
22781048-8e20-4207-a69e-331ee3be6ec8,85,environmental,kg,environmental,environmental,True,Generated,,,,2
8c66a96e-87c3-45d6-948e-df1f2b02ce42,86,environmental,kg,environmental,environmental,True,Generated,,,,2
41b21dfd-079f-459d-9b84-f1ad8f06d2b2,86,environmental,kg,environmental,environmental,True,Generated,,,,2
a49d6a36-2911-44f5-850a-8b72aea39046,87,environmental,kg,environmental,environmental,True,Generated,,,,2
4c80b476-e4ad-4310-976d-c0b035017ef2,87,environmental,kg,environmental,environmental,True,Generated,,,,2
45034569-f7c9-42e0-89e6-2e2c3f280120,88,environmental,kg,environmental,environmental,True,Generated,,,,2
1f199ea6-0461-4864-b590-e4e4301235a6,88,environmental,kg,environmental,environmental,True,Generated,,,,2
41680cf2-ac4a-42e3-87c8-f438f5889d09,89,environmental,kg,environmental,environmental,True,Generated,,,,2
fd9a301c-9d36-4bbb-986c-fd1bdf9c9cf3,89,environmental,kg,environmental,environmental,True,Generated,,,,2
b379b254-85e9-4af5-9428-262f17582fd3,90,environmental,kg,environmental,environmental,True,Generated,,,,2
1a2b2f3e-cfa6-4c15-8cfe-b22b5e27e21a,90,environmental,kg,environmental,environmental,True,Generated,,,,2
ea5228b7-c76d-4386-a4ae-f3c4e5552fa6,91,environmental,kg,environmental,environmental,True,Generated,,,,2
b19ce6da-f8f4-4e4a-a910-6f6ff6f3ede8,91,environmental,kg,environmental,environmental,True,Generated,,,,2
525bdc53-9c96-4453-a7c2-805c4a1d8607,92,environmental,kg,environmental,environmental,True,Generated,,,,2
b4f706b4-4ea5-4f49-9f63-a5ba10d74ebf,92,environmental,kg,environmental,environmental,True,Generated,,,,2
99d21a88-6389-4df3-9086-e9e6cb9e2783,93,environmental,kg,environmental,environmental,True,Generated,,,,2
95f8aff7-9247-4555-9342-18ffecbf28ab,93,environmental,kg,environmental,environmental,True,Generated,,,,2
b886f95c-926c-4ffa-9f81-d7567103b35d,94,environmental,kg,environmental,environmental,True,Generated,,,,2
d94cfb96-55f5-4b7c-98ac-f2ad670a344a,94,environmental,kg,environmental,environmental,True,Generated,,,,2
347188e6-5c52-4057-be23-a84945a17771,95,environmental,kg,environmental,environmental,True,Generated,,,,2
de6b82f0-d617-4495-9732-f85fe233122a,95,environmental,kg,environmental,environmental,True,Generated,,,,2
5f72cbcc-3047-4297-8086-6275a7ee41e0,96,environmental,kg,environmental,environmental,True,Generated,,,,2
ad8611b1-5192-4eb4-8660-6f8a08578540,96,environmental,kg,environmental,environmental,True,Generated,,,,2
0be10da7-72c2-43d8-aa64-2acb2e0edeac,97,environmental,kg,environmental,environmental,True,Generated,,,,2
e9d5b7b0-4ee2-4304-a283-3dbf29f51dd0,97,environmental,kg,environmental,environmental,True,Generated,,,,2
182fa6e1-1cb5-49d8-be1a-a89b3c237486,98,environmental,kg,environmental,environmental,True,Generated,,,,2
9113b4f8-2538-4755-bdb3-32d3e6805fed,98,environmental,kg,environmental,environmental,True,Generated,,,,2
81b97661-b0d8-4fab-9874-2ffa188858f4,99,environmental,kg,environmental,environmental,True,Generated,,,,2
e09b987f-54c7-49bb-bdc0-9a5e0f90872e,99,environmental,kg,environmental,environmental,True,Generated,,,,2
c2675413-56e8-418c-9c33-6bc8368a87ba,100,environmental,kg,environmental,environmental,True,Generated,,,,2
aad3e606-9544-45b0-8db8-b71641bfde51,100,environmental,kg,environmental,environmental,True,Generated,,,,2
a2e7b75f-a9ff-4479-adc7-ea0f5b7f7a0b,101,environmental,kg,environmental,environmental,True,Generated,,,,2
bedfd308-48b6-422e-b20f-cffb2b401855,101,environmental,kg,environmental,environmental,True,Generated,,,,2
a75c5ae3-10ab-46bb-8995-242a6237ce64,102,environmental,kg,environmental,environmental,True,Generated,,,,2
7bfdb5bd-8966-4730-8413-a5cb94e9733c,102,environmental,kg,environmental,environmental,True,Generated,,,,2
0e08b7bd-e87b-4e77-8899-58a341f7dc70,103,environmental,kg,environmental,environmental,True,Generated,,,,2
ab004283-cb88-4831-8a59-c1c53b945732,103,environmental,kg,environmental,environmental,True,Generated,,,,2
b8219f1c-d4a0-488a-a6e5-8d4f17078462,104,environmental,kg,environmental,environmental,True,Generated,,,,2
a8c09bfa-4388-4555-b508-075c56365f8b,104,environmental,kg,environmental,environmental,True,Generated,,,,2
6bb3f03f-08e5-43af-adfa-d48fe9149709,105,environmental,kg,environmental,environmental,True,Generated,,,,2
60d98b56-28f6-46c7-9abb-8f44ffb2db55,105,environmental,kg,environmental,environmental,True,Generated,,,,2
ab862fd7-599f-408a-8705-0d717f23c5ab,106,environmental,kg,environmental,environmental,True,Generated,,,,2
338d816e-877e-4f28-964f-0615d3b59df8,106,environmental,kg,environmental,environmental,True,Generated,,,,2
ce79621f-7f02-42cd-a8d7-033eb7243767,107,environmental,kg,environmental,environmental,True,Generated,,,,2
e822e5a8-8fc9-4853-811d-ed2c4d4c73d6,107,environmental,kg,environmental,environmental,True,Generated,,,,2
6b5aa46f-cae9-44d3-b494-aa27c09f54f2,108,environmental,kg,environmental,environmental,True,Generated,,,,2
da140382-94eb-4cea-bd20-9caa94bd72f6,108,environmental,kg,environmental,environmental,True,Generated,,,,2
5b679db7-d4d4-4caf-b059-1451fab4f0a1,109,environmental,kg,environmental,environmental,True,Generated,,,,2
542d5a95-5f7c-4bc0-a467-8a798b6120ad,109,environmental,kg,environmental,environmental,True,Generated,,,,2
4da7f915-55fa-4a13-be0c-496303d80e3f,110,environmental,kg,environmental,environmental,True,Generated,,,,2
be93f3b2-6241-4cfc-9502-a97c293e6557,110,environmental,kg,environmental,environmental,True,Generated,,,,2
c486059e-b8bf-444e-88db-75cecc89fe25,111,environmental,kg,environmental,environmental,True,Generated,,,,2
cb10721e-fa45-436c-b097-9fa49f59b13a,111,environmental,kg,environmental,environmental,True,Generated,,,,2
2621d3a6-3172-4c5e-8308-8622bf8d879f,112,environmental,kg,environmental,environmental,True,Generated,,,,2
a8bb7378-b43a-4919-a469-5b863bd0b3c0,112,environmental,kg,environmental,environmental,True,Generated,,,,2
2bceddab-b7f4-47b1-be28-7e886a952bc5,113,environmental,kg,environmental,environmental,True,Generated,,,,2
