trade_id,year,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,CO2_total,CH4_total,N2O_total,impact_intensity
17,2021,RU,RU,MEAT4,PLAS1,236.97,302.595,4.0,4.0,302.595,270.247,21.454,9.727,1.276934
36,2021,RU,RU,SECO8,MEDIC,140.88,285.504,4.0,4.0,285.504,273.682,3.068,3.273,2.026576
63,2021,RU,RU,ALUM1,MEAT4,187.57,262.87,4.0,4.0,262.87,239.533,13.156,4.448,1.40145
11,2021,RU,RU,MEAT4,MOTO1,935.85,201.019,4.0,4.0,201.019,152.624,38.891,4.539,0.214798
19,2021,RU,RU,MEAT4,NONSP,307.95,184.384,4.0,4.0,184.384,175.376,4.752,2.715,0.598747
64,2021,RU,RU,ALUM1,SECO8,149.83,182.5,4.0,4.0,182.5,162.754,13.14,3.668,1.218047
27,2021,RU,RU,MEAT4,SALEM,167.76,180.421,4.0,4.0,180.421,156.582,10.415,6.13,1.075471
20,2021,RU,RU,MEAT4,LUBRI,87.29,178.517,4.0,4.0,178.517,170.577,2.595,1.528,2.045103
45,2021,RU,RU,SECO8,PAPE2,73.97,151.585,4.0,4.0,151.585,146.061,1.727,3.572,2.049277
34,2021,RU,RU,SECO8,ALUM1,211.82,108.627,4.0,4.0,108.627,86.993,13.422,4.271,0.512827
50,2021,RU,RU,SECO8,NONSP,36.32,66.939,4.0,4.0,66.939,63.541,1.814,0.352,1.843034
15,2021,RU,RU,MEAT4,ELE12,39.95,62.049,4.0,4.0,62.049,57.816,2.346,1.745,1.553166
39,2021,RU,RU,SECO8,COKE1,107.72,57.247,4.0,4.0,57.247,44.96,7.929,0.992,0.531443
24,2021,RU,RU,MEAT4,PULP5,84.62,53.358,4.0,4.0,53.358,49.892,1.08,2.003,0.63056
80,2021,RU,RU,ALUM1,FOOD3,20.72,36.44,4.0,4.0,36.44,34.457,0.72,0.451,1.758687
96,2021,RU,RU,TEXT2,ALUM1,76.8,28.863,4.0,4.0,28.863,21.787,4.472,1.772,0.37582
38,2021,RU,RU,SECO8,WEARI,22.22,22.975,4.0,4.0,22.975,20.413,1.88,0.293,1.033978
75,2021,RU,RU,ALUM1,PETRO,4.27,8.609,4.0,4.0,8.609,8.239,0.141,0.105,2.016159
14,2021,RU,RU,MEAT4,PAPE2,24.95,7.801,4.0,4.0,7.801,3.992,1.836,1.17,0.312665
848,2021,RU,RU,SECO1,MOTO1,1380905.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,2021,RU,RU,TEXT2,HEALT,1408597.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,2021,RU,RU,ELEC4,PETRO,1651725.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,2021,RU,RU,URANI,NONSP,1794453.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,2021,RU,RU,PRIVA,TEXT2,1855007.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,2021,RU,RU,URANI,BIODI,2149950.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,2021,RU,RU,ELE10,URANI,2677577.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,2021,RU,RU,TEXT1,PLAS1,65.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,2021,RU,RU,COKE1,LUBRI,18.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,2021,RU,RU,FOODW,ELE10,616974.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,2021,RU,RU,ELEC7,MEDIC,600423.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,2021,RU,RU,ELEC7,ELE12,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,2021,RU,RU,PULP5,HEALT,42.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,2021,RU,RU,PETRO,ALUM1,648849.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,2021,RU,RU,SALEM,PLAS1,934012.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,2021,RU,RU,COKE1,FOOD3,634035.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,2021,RU,RU,MEMBE,PAPE2,6564599.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,2021,RU,RU,FOODW,WEARI,22.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,2021,RU,RU,TEXT2,FOOD3,24.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,2021,RU,RU,NONSP,MOTO1,27.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,2021,RU,RU,COKE1,MEDIC,27.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,2021,RU,RU,PULP5,SECO1,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,2021,RU,RU,PLAS1,SUGAR,32.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,2021,RU,RU,LUBRI,LUBRI,34.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,2021,RU,RU,PAPE2,SALEM,36.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,2021,RU,RU,PETRO,URANI,41.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,2021,RU,RU,PULP5,ELEC7,41.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,2021,RU,RU,ELE12,MEDIC,42.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,2021,RU,RU,PETRO,WEARI,711056.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,2021,RU,RU,PRIVA,NONSP,45650.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,2021,RU,RU,HEALT,FOODW,45957.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,2021,RU,RU,MOTO1,SECO8,46487.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,2021,RU,RU,PULP5,ALUM1,47016.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,2021,RU,RU,ELEC4,PRIVA,47655.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,2021,RU,RU,TEXT1,CONST,48690.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,2021,RU,RU,MEMBE,ELE12,48968.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,2021,RU,RU,PRIVA,MEAT4,49832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,2021,RU,RU,WEARI,CONST,50966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,2021,RU,RU,TEXT2,CONST,51899.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,2021,RU,RU,NONSP,PRIVA,52020.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,2021,RU,RU,URANI,HEALT,52742.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,2021,RU,RU,MOTO1,PLAS1,53921.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,2021,RU,RU,ELE10,COKE1,53986.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,2021,RU,RU,TRAN2,FOODW,54085.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,2021,RU,RU,ELEC7,URANI,54606.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,2021,RU,RU,SALEM,ELEC7,39324.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,2021,RU,RU,ELEC7,ELE10,39385.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,2021,RU,RU,LUBRI,ELE10,39888.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,2021,RU,RU,ELEC4,MEMBE,40554.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,2021,RU,RU,TRAN2,LUBRI,41049.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,2021,RU,RU,CONST,HEALT,41476.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,2021,RU,RU,URANI,FOODW,41527.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,2021,RU,RU,WEARI,FOOD3,41543.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,2021,RU,RU,PAPE2,CONST,42026.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,2021,RU,RU,SALEM,PAPE2,42774.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,2021,RU,RU,ELEC4,URANI,42902.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,2021,RU,RU,SUGAR,PRIVA,43655.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,2021,RU,RU,CONST,MOTO1,44442.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,2021,RU,RU,WEARI,PLAS1,44695.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,2021,RU,RU,COKE1,ELEC7,45359.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,2021,RU,RU,WEARI,SALEM,32370.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,2021,RU,RU,ELE12,FOOD3,32462.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,2021,RU,RU,PETRO,SECO8,32799.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,2021,RU,RU,ELE10,FOODW,33138.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,2021,RU,RU,PAPE2,HEALT,33824.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,2021,RU,RU,URANI,SUGAR,33907.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,2021,RU,RU,MOTO1,URANI,34125.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,2021,RU,RU,PULP5,URANI,34777.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,2021,RU,RU,SECO1,SECO8,34919.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,2021,RU,RU,FOOD3,BIODI,36891.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,2021,RU,RU,PULP5,SALEM,37643.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,2021,RU,RU,PULP5,PRIVA,39061.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,2021,RU,RU,COKE1,SALEM,25961.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,2021,RU,RU,LUBRI,PAPE2,26213.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,2021,RU,RU,NONSP,MEDIC,26312.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,2021,RU,RU,PETRO,MEDIC,26391.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,2021,RU,RU,TEXT1,BIODI,26400.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,2021,RU,RU,MEMBE,URANI,27013.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,2021,RU,RU,SALEM,BIODI,27558.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,2021,RU,RU,FOODW,FOOD3,28254.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,2021,RU,RU,ELEC7,TEXT2,29574.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,2021,RU,RU,TRAN2,PLAS1,30033.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,2021,RU,RU,PLAS1,MEDIC,30195.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,2021,RU,RU,PRIVA,SECO1,30921.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,2021,RU,RU,CONST,CONST,31123.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,2021,RU,RU,PETRO,PLAS1,32082.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,2021,RU,RU,MEDIC,ELE12,22783.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,2021,RU,RU,ELEC4,TRAN2,23183.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,2021,RU,RU,ELE10,BIODI,23275.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,2021,RU,RU,HEALT,PLAS1,23340.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,2021,RU,RU,MOTO1,ALUM1,23471.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,2021,RU,RU,ELE10,HEALT,23575.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,2021,RU,RU,NONSP,PLAS1,23706.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,2021,RU,RU,NONSP,TEXT1,23761.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,2021,RU,RU,CONST,BIODI,23975.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,2021,RU,RU,FOOD3,PAPE2,24082.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,2021,RU,RU,FOODW,ELE12,24934.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,2021,RU,RU,COKE1,TRAN2,25111.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2021,RU,RU,WEARI,ELE10,25361.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,2021,RU,RU,BIODI,BIODI,25441.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,2021,RU,RU,PLAS1,PULP5,19505.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,2021,RU,RU,TEXT2,SALEM,19532.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,2021,RU,RU,PLAS1,LUBRI,19702.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,2021,RU,RU,LUBRI,BIODI,19780.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,2021,RU,RU,MEMBE,ALUM1,19806.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,2021,RU,RU,WEARI,SUGAR,19879.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,2021,RU,RU,NONSP,LUBRI,20479.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,2021,RU,RU,ELEC7,BIODI,20673.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,2021,RU,RU,MEDIC,PRIVA,21047.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,2021,RU,RU,ELE10,WEARI,21326.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,2021,RU,RU,TEXT2,SECO1,21538.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,2021,RU,RU,MOTO1,FOOD3,21572.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,2021,RU,RU,FOODW,LUBRI,22746.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,2021,RU,RU,MOTO1,TEXT2,22783.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,2021,RU,RU,BIODI,PULP5,16736.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,2021,RU,RU,HEALT,SUGAR,16992.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,2021,RU,RU,URANI,MEMBE,17167.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,2021,RU,RU,URANI,SALEM,17489.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,2021,RU,RU,TEXT1,COKE1,17516.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,2021,RU,RU,TRAN2,WEARI,17630.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,2021,RU,RU,PAPE2,COKE1,17659.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,2021,RU,RU,TRAN2,TEXT2,17720.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,2021,RU,RU,ELE10,TEXT1,17765.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,2021,RU,RU,PAPE2,TEXT1,17923.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,2021,RU,RU,PRIVA,SUGAR,18109.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,2021,RU,RU,LUBRI,ELEC4,18295.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,2021,RU,RU,PULP5,MOTO1,19113.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,2021,RU,RU,SUGAR,ELEC7,19257.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,2021,RU,RU,FOODW,PULP5,19307.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,2021,RU,RU,ELEC4,SECO1,15089.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
